Label,Text
0,Nor so content hath in his thought to try
1, shall beseech youthat is question now
1,And there are twenty weak and wearied posts
1,Tut  have work enough for you to do
0,Thenceforth shall be for ever shut Mean while
1,Now here a period of tumultuous broils
1,Thou art an unjust man in saying so thou or any
0,                          Whats that
1,For our enemies shall fall before us inspired with
1,Accuse some innocent and forswear myself
1,hole in hell were hot enough for him This is the
1,Tis strange to think how much King John hath lost
1,There take the crown and with the crown my curse
1,If thou but frown on me or stir thy foot
1,Bid Butler lead him forth into the park
1,As far as Calais to mine uncles head
1,For these known evils but to give me leave
1,And wish so please my sovereign ere  move
0, habitation for their cursed soules
1,Come you thin thing come you rascal
0,That  might have unto my paramour
1, go Andronicus and for thy hand
1,And you Prince Dauphin with all swift dispatch
1,Unbind my sons reverse the doom of death
1,You put sharp weapons in a madmans hands
1,Why sir did  say you were an honest man setting
1,In thy despite shall scape mortality
1,Lead me my lord  do not need your help
1,Doubly divorced Bad men you violate
1,Thy father Minos that denied our course
1,This is the feast that  have bid her to
1,And George of Clarence Warwick as ourself
1,Where every horse bears his commanding rein
1,presence even the presence of Lord Mortimer that 
1, cunning man did calculate my birth
1,Which  shall send you written be assured
0,Faded so soon Advise if this be worth
0, aliquis mihi quas pulchrum ver educet herbas
1,Shall for the fault make forfeit of his head
0,Contrived and of provisions laid in large
0,With odds what war hath lost and fully avenged
0,Yet shalt thou be assured of a tombe
1,Sit down sweet niece brother sit down by me
0,Anger and obstinacy and hate and guile
0,But now at last the sacred influence
1,Exeunt all except   and 
0,For in vnquiet quietnes is faind
0,Transformed but he my inbred enemy
0,Found worthiest to be so by being good
1,But even with law against the willful sons
0,As fitting for the first nights reuelling
1,Thy grave is diggd already in the earth
0,To interrupt the sweet of life from which
1,your own fault and not mine for had you been as 
0,Built their fond hopes of glory or lasting fame
0,Both with gratious eye behlde his griefe
0,Sight more detestable than him and thee
0,New rubbed with baum expatiate and confer
1,And talk so like a waitinggentlewoman
0,And in that letter how Horatio died
1,And prick my tender patience to those thoughts
1,If York have ill demeand himself in France
1, wrote the letter that thy father found
0,All yours right down to Paradise descend
1,Died he not in his bed where should he die
1,On me and you and mine and yours for this
0,With envy against the Son of God that day
0,Ay we must die an everlasting death
1,And know not now what name to call myself
0,Ariel and Arioch and the violence
0,In their vicissitude and rule the night
1,Ah simple men you know not what you swear
1,  could wish this tavern were my drum
0,Which hath pleasde both the embassador and me
0,Our circuit meets full west As flame they part
1,Stay for an answer to your embassy
1,Some sudden qualm hath struck me at the heart
1,not according to the disciplines of the war the
1,Enter     and others with drum and colours
1,Time enough to go to bed with a candle  warrant
1,Not a whit i faith  lack some of thy instinct
1,And be true king indeed thou but the shadow
0,In sight to each of these three places led
1,To whom God will there be the victory
1,But thou gainst all proportion didst bring in
0,Vrge no more words  haue no more to say
1,would be argument for a week laughter for a month
1,Uneath may she endure the flinty streets
1,Was better worth than all my fathers lands
1,Come  will go drink with you but  cannot tarry
0,And worne it for his Belimperias sake
0,Given him by this great conference to know
0,Much wondering how the subtle Fiend had stolen
1, ran from Shrewsbury my noble lord
1,Am  not witchd like her or thou not false like him
0,The whole battalion views their order due
1,Seem frosty  for honour of our land
1,This friendly treaty of our threatend town
0,And good he made thee but to persevere
1,Bewitch your hearts be wise and circumspect
0,Father Eternal thine is to decree
1,And chop away that factious pate of his
1,Yea sir in a pottlepot
1,Till Henry be more weak and  more strong
1,But wherefore stay we tis no time to talk
0,Immediate are the acts of God more swift
0,Of Nature from the unapparent Deep
1,And teach them how to war And you good yeoman
1,Doing the execution and the act
0,When he was taken all the rest fled
0,Is piety thus and pure devotion paid
0,And velour and heroic virtue called
0,Haste to thy audience Night with her will bring
0,But hope hart treasure ioy and blisseâ€”
1,Where now remains a sweet reversion
1,Thou bloodless remnant of that royal blood
1,hypocrite indeed And what accites your most
0, my gratious lord and this is the day
1,And mine with hers and thine and Margarets
0,This day at heighth of noon came to my sphere
0,To illuminate the Earth and rule the day
1,For shame my lord of Winchester relent
1,Confound your hidden falsehood and award
1,Taste of your wine and see what cates you have
1,Upon condition  may quietly
1,And therefore cannot have the hearts to do it
1,upward and all was as cold as any stone
1,And art thou yet to thy own soul so blind
1, king woes slave shall kingly woe obey
1,knees But sirrah theres no room for faith
0,And hazard in the glorious enterprise
1,Open your gates Come uncle Exeter
1, why should wrath be mute and fury dumb
1,To Harry Monmouth whose swift wrath beat down
1,Limit each leader to his several charge
1,Causeless have laid disgraces on my head
0,Just through the midst runs flowing Tibers stream
1,All days of glory joy and happiness
1,What hast thou done unnatural and unkind
1,By such invention as  can devise
0, fear me neer attain to that degree
1,Not half so bad as thine to Englands king
1,Therefore thou best of gold art worst of gold
0,Containing matter and not common things
0,Conflicting fire Long time in even scale
1,That she will light to listen to the lays
1,Nothing so kind but something pitiful
1,Why so now have  done a good days work
1,An if she do  would  were an eunuch
0,And thou their natures knowest and gavest them names
1,These eyes like lamps whose wasting oil is spent
1,By the suggestion of the queens allies
0,The atheist crew but with redoubled blow
0,  am Wrath   had neither father nor mother   leapt out
1,Great lords wise men neer sit and wail their loss
1,Think upon Vaughan and with guilty fear
1, grant ye upon instinct Well he is there too
1,My life my joy my food my all the world
1,Anon expect him here but if she be obdurate
0, mean his friends and nearst companions
1,These nails should rend that beauty from my cheeks
1,The world shall not be ransom for thy life
0,   wonder whats become of Faustus that was wont
0,Thus haue  shamelesly hazarded his life
1,So much as frown on you
1,take my death  never meant him any ill nor the
1,Set all upon me mighty sovereign
1,You have a son Aumerle my noble cousin
1,For Edward for my brother for his sake Why sirs
0,Over his foes and thine there shall surprise
1,As good a man as he sir whoeer  am Do ye
1,Your mere enforcement shall acquittance me
0,What thy hands builded not thy wisdom gained
0,Her everduring gates harmonious sound
1,Enlarged him and made a friend of him
0,Stirred up with envy and revenge deceived
0,From God and over wrath grace shall abound
1,If Tamora entreat him then he will
1,Gelidus timor occupat artus it is thee  fear
0,Their aerie caravan high over seas
1,Save how to gall and pinch this Bolingbroke
0,To wring more teares from Isabellas eies
1,For you my staff of office did  break
1,And when  mount alive may  not light
